year,place,title,author,categories,pageCount,averageRating,ratingsCount,publishedDate,description
2012,U.S.,The Gang That Couldn't Shoot Straight,Jimmy Breslin,Fiction,313.0,,,2012-02-14,"New York Times bestseller: A novel of a messy mob war in Brooklyn that “makes you laugh out loud” (Chicago Sun-Times). Kid Sally Palumbo has been a loyal servant to the Brooklyn Mafia for years. His specialty is murder, and he is so skilled at it that he has gotten the attention of Mafia boss Papa B"
2009,U.S.,The Ghost,Danielle Steel,Fiction,452.0,4.5,4.0,2009-12-01,"With a wife he loves and an exciting London-based career, architect Charles Waterston's life seems in perfect balance. Nothing in his comfortable existence prepares him for the sudden end to his ten-year marriage - or his unwanted transfer to his firm's New York office. With nothing left to lose, Ch"
1994,U.S.,The Gift,Danielle Steel,,,,,1994,
2015,,The Girl on the Train,Paula Hawkins,Fiction,354.0,4.0,16.0,2015-01-13,"The #1 New York Times bestseller, USA Today Book of the Year and now a major motion picture starring Emily Blunt. Rachel takes the same commuter train every morning and night. Every day she rattles down the track, flashes past a stretch of cozy suburban homes and stops at the signal that allows her"
2015,,The Girl on the Train (trade paperback),Paula Hawkins,Alcoholics,429.0,,,2015-12-25,"Vietnamese edition of Paula Hawkins' best selling thriller. Vietnamese translation by Huyen Vu. In Vietnamese. Annotation copyright Tsai Fong Books, Inc. Distributed by Tsai Fong Books, Inc."
2014,Sweden,The Girl Who Kicked the Hornet's Nest,Stieg Larsson,Juvenile Fiction,860.0,,,2014-10-01,"Salander & Blomkvist harus bekerja sama memadukan keahlian mereka, hacking dan investigasi, untuk mengungkap konspirasi dalam pemerintahan Swedia. [Mizan, Qanita, Terjemahan, Klasik, Indonesia]"
2017,U.S.,The Girl Who Loved Tom Gordon,Stephen King,Fiction,320.0,,,2017-04-25,"A frightening suspense novel about nine-year-old Trisha, who becomes lost in the woods as night falls."
2011,U.S.,The Glitter Dome,Joseph Wambaugh,Fiction,251.0,,,2011-11-29,"A New York Times–bestselling police thriller by the author of Harbor Nocturne: Two LAPD detectives look into the murder of a Hollywood studio boss. It’s the wildest bar in Chinatown, run by a proprietor named Wing who will steal your bar change every chance he gets. On payday the groupies mingle the"
2007,U.S.,The Great Gatsby,F. Scott Fitzgerald,Fiction,257.0,,,2007-03-26,"The Great Gatsby is widely regarded as one of the masterpieces of American fiction. It tells of the mysterious Jay Gatsby’s grand effort to win the love of Daisy Buchanan, the rich girl who embodies for him the promise of the American dream. Deeply romantic in its concern with self-making, ideal lov"
2012,U.S.,The Great Train Robbery,Michael Crichton,Fiction,288.0,,,2012-05-14,"NATIONAL BESTSELLER • From the #1 New York Times bestselling author of Jurassic Park comes classic historical thriller about Victorian London’s most notorious gold heist. London, 1855, when lavish wealth and appalling poverty exist side by side, one mysterious man navigates both worlds with perfect"
1976,U.S.,The Greek Treasure,Irving Stone,Fiction,516.0,,,1976-09,"Doubleday & Company, Garden City , N.Y., 1971. Hardcover; Book Condition: Good. 1st Edition. Top & Bottom edge of the binding (Spine) is slightly torn. 'A Biographical novel of Sigmund Freud.' An extensive bibliography is present at the end of the book."
2019,U.S.,The Guardians,John Grisham,Fiction,385.0,,,2019-10-15,"#1 NEW YORK TIMES BEST SELLER • A classic legal thriller—with a twist. • ""A suspenseful thriller mixed with powerful themes such as false incarceration, the death penalty and how the legal system shows prejudice.” —Associated Press In the small Florida town of Seabrook, a young lawyer named Keith Ru"
2009,U.S.,The Help,Kathryn Stockett,Fiction,474.0,5.0,2.0,2009-07-23,"***The phenomenal international bestseller that inspired the Oscar-nominated film*** Enter a vanished and unjust world: Jackson, Mississippi, 1962. Where black maids raise white children, but aren't trusted not to steal the silver . . . There's Aibileen, raising her seventeenth white child and nursi"
2005,U.S.,The Historian,Elizabeth Kostova,Fiction,660.0,,,2005-06-01,"The record-breaking phenomenon from Elizabeth Kostova is a celebrated masterpiece that ""refashioned the vampire myth into a compelling contemporary novel, a late-night page-turner"" (San Francisco Chronicle). Breathtakingly suspenseful and beautifully written, The Historian is the story of a young wo"
2010,U.S.,The Holcroft Covenant,Robert Ludlum,Fiction,448.0,,,2010-02-25,"The most dangerous legacy...A superb thriller from 'a writer who bests the bestsellers' Daily Telegraph The Second World War is over. Three top Nazis have embezzled $780 million from Nazi funds - and then committed suicide. Their Covenant, to be inherited by their three eldest children, is to redist"
1979,,The Hollow Hills,Mary Stewart,Fiction,420.0,,,1979-07,"A magnificent tale realized by premier novelist, Mary Stewart, here is the spellbinding, suspenseful story of how Merlin, the Enchanter, helped Arthur become king of all Britain, in an extraordinary story that brings the legend Merlin and his protege Arthur to glowing life. ""Enthralling."" LIBRARY JO"
2008,England,The Honorary Consul,Graham Greene,Fiction,308.0,,,2008-09-30,"Set in a provincial Argentinean town, this novel takes place in that bleak country of exhausted passion, betrayal, and absurd hope that Graham Greene has explored so precisely in such novels as The Power and the Glory and The Comedians."
2018,England,The Honourable Schoolboy,John le Carré,Fiction,410.0,,,2018-09-27,"In the second part of John le Carré's Karla Trilogy, the battle of wits between spymaster George Smiley and his Russian adversary takes on an even more dangerous dimension. George Smiley, now acting head of the Circus, must rebuild its shattered reputation after one of the biggest betrayals in its h"
2009,England,The Horse Whisperer,Nicholas Evans,Fiction,482.0,5.0,1.0,2009-12-16,"#1 NEW YORK TIMES BESTSELLER • “A compelling portrait of three people who love each other but can't break through the self-created walls that keep them apart.”—Chicago Sun-Times His name is Tom Booker. His voice can calm wild horses, his touch can heal broken spirits. And Annie Graves has traveled a"
2009,U.S.,The Host,Stephenie Meyer,Fiction,537.0,4.5,18.0,2009-02-26,"Melanie Stryder refuses to fade away. The earth has been invaded by a species that takes over the minds of their human hosts while leaving their bodies intact, and most of humanity has succumbed. Wanderer, the invading 'soul' who has been given Melanie's body, knew about the challenges of living ins"
2012,U.S.,The Hotel New Hampshire,John Irving,Fiction,548.0,5.0,1.0,2012-05-10,"'The first of my father's illusions was that bears could survive the life lived by human beings, and the second was that human beings could survive a life led in hotels.' So says John Berry, son of a hapless dreamer, brother to a cadre of eccentric siblings, and chronicler of the lives lived, the lo"
2013,U.S.,The House of Hades,Rick Riordan,Juvenile Fiction,641.0,4.5,30.0,2013-10-08,"At the conclusion of The Mark of Athena, Annabeth and Percy tumble into a pit leading straight to the Underworld. The other five demigods have to put aside their grief and follow Percy's instructions to find the mortal side of the Doors of Death. If they can fight their way through the Gaea's forces"
2022,New York City,The Housemaid,Freida McFadden,Fiction,334.0,,,2022-04-26,"""Welcome to the family,"" Nina Winchester says as I shake her elegant, manicured hand. I smile politely, gazing around the marble hallway. Working here is my last chance to start fresh. I can pretend to be whoever I like. But I'll soon learn that the Winchesters' secrets are far more dangerous than m"
2011,U.S.,The Hunger Games,Suzanne Collins,Juvenile Fiction,302.0,4.5,52.0,2011-12,"First in the ground-breaking HUNGER GAMES trilogy. In a vision of the near future, a terrifying reality TV show is taking place. Twelve boys and twelve girls are forced to appear in a live event called The Hunger Games. There is only one rule: kill or be killed. But Katniss has been close to death b"
2009,U.S.,The Icarus Agenda,Robert Ludlum,Fiction,656.0,,,2009-12-23,"Five people want to change the world - and one man must pay the price...A fast-paced, brilliant thriller from the No. 1 bestselling author Robert Ludlum. In the Sultanate of Oman over two hundred hostages are being held at gunpoint. And the world watches helplessly as the madness begins. The spirit"
2011,,The Indwelling: The Beast Takes Possession,Jerry B. Jenkins and Tim LaHaye,Fiction,431.0,,,2011-03-16,"The members of the Tribulation Force face their most dangerous challenges. Following the assassination of the Antichrist, some are murder suspects; others test the precarious line between subversion and being revealed. All over the news, reporters announce that Rayford Steele is Nicolae Carpathia's "
2019,U.S.,The Institute,Stephen King,Fiction,535.0,5.0,2.0,2019-09-10,"'It does everything you'd expect of a masterpiece - and it is one' Sunday Express 'Hums and crackles with delicious unease' Independent 'Captivating' The Sunday Times 'An absorbing thriller' Mail on Sunday NO ONE HAS EVER ESCAPED FROM THE INSTITUTE. Luke Ellis, a super-smart twelve-year-old with an "
2003,Wales,The Key to Rebecca,Ken Follett,Fiction,354.0,5.0,1.0,2003-02-04,"Ken Follett’s The Key to Rebecca took readers and critics by storm when first published forty years ago. Today, it remains one of the best espionage novels ever written. A brilliant and ruthless Nazi master agent is on the loose in Cairo. His mission is to send Rommel’s advancing army the secrets th"
2003,U.S.,The King of Torts,John Grisham,Conspiracy,594.0,,,2003,"A case against one of the largest pharmaceutical companies in the world and a settlement that would change his life, may make Clay Carter the newest king of torts."
2009,U.S.,The Kiss,Danielle Steel,Fiction,548.0,,,2009-12-01,"Love, tragedy and hope conspire in Paris, when a kiss between two strangers changes everything. Isabelle Forrester is the wife of a Parisian banker who has long since shut her out of his heart. She has one secret pleasure: a long-distance friendship with a man who, like Isabelle, is trapped in a lov"
2009,U.S.,The Klone and I,Danielle Steel,Fiction,306.0,,,2009-12-01,"Stephanie had a rat of a husband. But after thirteen years of marriage and two kids, she was devastated when he left her for a younger woman. Suddenly, Stephanie was alone, and after trying to find a little romance on new york's wild singles circuit, she was reconciled to raising her kids alone - un"
1979,,The Last Enchantment,Mary Stewart,Fiction,484.0,,,1979,"When the rose-gold witch Morgause, King Arthur's half-sister, ensnares him into an incestuous liaison to her own evil ends, a fatal web of love, betrayal, and bloody vengeance is woven."
2004,U.S.,The Last Juror,John Grisham,Fiction,372.0,,,2004,"In 1970, one of Mississippi's more colorful weekly newspapers went bankrupt. To the surprise and dismay of many, ownership was assumed by a 23 year-old college dropout, named Willie Traynor. The future of the paper looked grim until a young mother was brutally raped and murdered by a member of the n"
2008,U.S.,The Last Precinct,Patricia Cornwell,Fiction,582.0,,,2008-09-04,"The eleventh book in the Kay Scarpetta series, from No. 1 bestselling author Patricia Cornwell. 'America's most chilling writer of crime fiction' The Times Physically and psychologically bruised by her encounter with the killer Chandonne, Dr Kay Scarpetta has to leave her home in the hands of the po"
2014,U.S.,The Last Song,Nicholas Sparks,Fiction,572.0,,,2014-09-09,"NOVEL LEARNING SERIES(TM) THE LAST SONG by Nicholas Sparks STUDENT EDITION Seventeen-year-old Veronica ""Ronnie"" Miller's life was turned upside-down when her parents divorced and her father moved from New York City to Wrightsville Beach, North Carolina. Three years later, she remains angry and alien"
1985,U.S.,The Life and Hard Times of Heidi Abromowitz,Joan Rivers,,116.0,,,1985-11,
2011,U.S.,The Litigators,John Grisham,Fiction,498.0,3.0,77.0,2011-10-25,"#1 NEW YORK TIMES BESTSELLER • After leaving a fast-track legal career and going on a serious bender, David Zinc is sober, unemployed, and desperate enough to take a job at Finley & Figg, a self-described “boutique law firm” that is anything but. Oscar Finley and Wally Figg are in fact just two ambu"
2011,England,The Little Drummer Girl,John le Carré,Fiction,441.0,,,2011-06-28,"From the New York Times bestselling author of Tinker, Tailor, Soldier, Spy; Our Kind of Traitor; now a miniseries on AMC starring Alexander Skarsgard, Michael Shannon, and Florence Pugh. ""You want to catch the lion, first you tether the goat."" On holiday in Mykonos, Charlie wants only sunny days and"
2010,U.S.,The Lonely Lady,Harold Robbins,Fiction,430.0,,,2010,"Meet JeriLee Randall, aspiring actress, ambitious writer, and sexual powerhouse. It is this ambition that takes her away from her tiny hometown of Port Clare and sets her on a collision course with her future. Surviving on determination and seduction, she makes her way to Broadway and then on to Hol"
2004,U.S.,The Lonesome Gods,Louis L'Amour,Fiction,550.0,5.0,2.0,2004-03-30,"“I am Johannes Verne, and I am not afraid.” This was the boy’s mantra as he plodded through the desert alone, left to die by his vengeful grandfather. Johannes Verne was soon to be rescued by outlaws, but no one could save him from the lasting memory of his grandfather’s eyes, full of impenetrable h"
2009,U.S.,The Long Road Home,Danielle Steel,Fiction,423.0,,,2009-12-01,"A novel of courage, hope and love... From her secret perch at the top of the stairs, seven-year-old Gabriella watches the guests arrive at her parents' lavish Manhattan home. The click, click click of her mother's high heels strikes terror into her heart, as she has been told that she is to blame fo"
2009,U.S.,The Lost Symbol,Dan Brown,Fiction,524.0,5.0,3.0,2009-09-15,"Robert Langdon returns in Dan Brown's brilliant new thriller, THE SECRET OF SECRETS, available for pre-order now. The bestselling continuation of global phenomenon THE DA VINCI CODE, featuring symbologist Robert Langdon. The Capitol Building, Washington DC: Harvard symbologist Robert Langdon believe"
1996,U.S.,The Lost World,Michael Crichton,Fiction,452.0,4.5,4.0,1996,"From the author of ""Timeline, Sphere, ""and ""Congo"" comes the sequel to the smash-hit ""Jurassic Park, ""a thriller that's been millions of years in the making. #1 ""NEW YORK TIMES"" BESTSELLER ""Fast and gripping.""--""The Washington Post Book World"" It is now six years since the secret disaster at Jurassi"
2014,U.S.,The Lovely Bones,Alice Sebold,Fiction,353.0,,,2014-12-15,"A haunting and heartbreaking novel narrated from heaven as a young girl watches over her family and killer. My name was Salmon, like the fish; first name, Susie. I was fourteen when I was murdered on December 6, 1973. In heaven, Susie Salmon can have whatever she wishes for – except what she most wa"
2008,U.S.,The Lucky One,Nicholas Sparks,Fiction,0.0,,,2008,"A novel about an American soldier who finds a photograph of an unidentified woman. After returning home, he tracks her down but keeps the entire affair secret."
2010,U.S.,The Mammoth Hunters,Jean M. Auel,Fiction,753.0,,,2010-10-06,"Set in the challenging terrain of Ice Age Europe that millions of Jean Auel’s readers have come to treasure, The Mammoth Hunters is an epic novel of love, knowledge, jealousy, and hard choices—a novel certain to garner Jean Auel even greater acclaim as a master storyteller of the dawn of humanity. A"
2003,Wales,The Man from St. Petersburg,Ken Follett,Fiction,322.0,,,2003-06-03,"""Ken Follett has done it once more . . . goes down with the ease and impact of a well-prepared martini."" —New York Times Book Review His name was Feliks. He came to London to commit a murder that would change history. A master manipulator, he had many weapons at his command, but against him were ran"
2012,U.S.,The Mark of Athena,Rick Riordan,Juvenile Fiction,508.0,4.5,39.0,2012-10-02,The third book in the bestselling spin off series from Percy Jackson and the Olympians - now a major Disney+ series! ONE FATAL PROPHECY. SEVEN BRAVE DEMIGODS. A QUEST TO FIND - AND CLOSE - THE DOORS OF DEATH. Annabeth felt as if someone had draped a cold washcloth across her neck. She heard that whi
2011,,The Mark: The Beast Rules the World,Jerry B. Jenkins and Tim LaHaye,Fiction,417.0,,,2011-03-16,"The eighth volume in the bestselling ""Left Behind"" series is now available ina large print edition."
2022,],The Martian (trade paper),Andy Weir,,0.0,,,2022,
2012,U.S.,The Matarese Circle,Robert Ludlum,Fiction,558.0,4.0,1.0,2012-08-14,"An international circle of killers, the Matarese will undoubtedly take over the world within just two years. Only two rival spies have the power to stop them: Scofield, CIA, and Talaniekov, KGB. They share a genius for espionage and a life of explosive terror and violence. But though these sworn ene"
2010,U.S.,The Matlock Paper,Robert Ludlum,Fiction,282.0,,,2010-02-25,The US government has a deadly assignment - and James Matlock is the perfect man for the job. James Matlock is a Vietnam veteran and college professor - with a disturbing past. The faceless men in Washington know his secrets. And they want him to investigate what seems to be a large-scale drugs and 
2011,U.S.,The Mermaid Chair,Sue Monk Kidd,Fiction,254.0,,,2011-02-03,"'Highly charged . . . full of sexual and spiritual desire. Every bit as moving and convincing as The Secret Life of Bees' Mirror The Mermaid Chair: The No. 1 New York Times bestseller and award-winning novel, from the celebrated author of The Secret Life of Bees and The Invention of Wings. A beautif"
2020,England,The Midnight Library,Matt Haig,Fiction,324.0,5.0,3.0,2020-08-13,"*Pre-order Matt Haig’s new novel The Life Impossible now* THE SUNDAY TIMES NUMBER ONE BESTSELLING WORLDWIDE PHENOMENON READERS' MOST LOVED BOOK OF 2021 WINNER OF THE GOODREADS CHOICE AWARD FOR FICTION 'BEAUTIFUL' Jodi Picoult, 'UPLIFTING' i, 'BRILLIANT' Daily Mail, 'AMAZING' Joanna Cannon, 'ABSORBIN"
2014,England,The Moneychangers,Arthur Hailey,Fiction,450.0,,,2014-05-13,"The #1 bestselling author of the blockbuster thrillers Airport and Hotel takes on the world of high finance: “Cliched, lurid and utterly absorbing” (Philip Hensher, The Guardian). Ben Roselli, president of First Mercantile American Bank and grandson of the founder, makes the shocking announcement th"
1995,Kingdom of Italy,The Name of the Rose,Umberto Eco,Fiction,517.0,5.0,1.0,1995-11,"In 1327, Franciscans in a wealthy Italian abbey are suspected of heresy, and Brother William of Bakersville arrives to investigate. His delicate mission is overshadowed by seven bizarre deaths that take place in the same number of days, and Brother William must turn detective to sort things out."
2007,,The Nanny Diaries,Emma McLaughlin and Nicola Kraus,Fiction,388.0,3.0,3.0,2007-02-06,"Written by two former nannies, Emma McLaughlin and Nicola Kraus, The Nanny Diaries deftly punctures the glamour of Manhattan's upper class. Now a major motion picture starring Scarlett Johansson and Laura Linney. Wanted: One young woman to take care of four-year-old boy. Must be cheerful, enthusiast"
2015,],The Nightingale,Kristin Hannah,Fiction,497.0,4.5,7.0,2015-02-03,"A REESE'S BOOK CLUB PICK A #1 New York Times bestseller, Wall Street Journal Best Book of the Year, and soon to be a major motion picture, this unforgettable novel of love and strength in the face of war has enthralled a generation. With courage, grace, and powerful insight, bestselling author Krist"
2008,England,The Odessa File,Frederick Forsyth,Fiction,434.0,,,2008-09-30,"The chilling thriller from an international bestselling phenomenon . . . Can you forgive the past? It's 1963 and a young German reporter has been assigned the suicide of a holocaust survivor. The news story seems straighforward, this is a tragic insight into one man's suffering. But a long hidden se"
2017,U.S.,The Other,Tom Tryon,History,397.0,,,2017-10-06,"One of the largest and fastest-growing cities in the South, Charlotte, North Carolina, came of age in the New South decades of the late nineteenth and early twentieth centuries, transforming itself from a rural courthouse village to the trading and financial hub of America's premier textile manufact"
2009,U.S.,The Parsifal Mosaic,Robert Ludlum,Fiction,622.0,,,2009-12-23,"A powerful, fast-paced thriller from the bestselling author of the Bourne series. Michael Havelock watched as his partner and lover, Jenna Karas, double agent, was gunned down by his own agency. There's nothing left for him but to get out, quit the game. Until, in one frantic moment on a crowded rai"
2006,U.S.,The Partner,John Grisham,Fiction,484.0,,,2006-07,"Believed to have been killed in a car accident four years earlier, Patrick Lanigan is discovered living in Brazil and presumably in possession of millions of dollars that had disappeared from his former firm's offshore account."
,U.S.,The Passions of the Mind,Irving Stone,,,,,,
2010,U.S.,The Pelican Brief,John Grisham,Fiction,434.0,,,2010-10,"Two Supreme Court Justices are dead. Their murders remain unsolved. Darby Shaw, a brilliant and beautiful New Orleans legal student, draws up a speculative legal brief which links the deaths and uncovers an astonishing presidential conspiracy. When her boyfriend is atomised in a car bomb, it becomes"
2008,Wales,The Pillars of the Earth,Ken Follett,Fiction,1158.0,5.0,4.0,2008-09-04,"A spellbinding epic tale of ambition, anarchy and absolute power set against the sprawling medieval canvas of twelfth-century England, The Pillars of the Earth is Ken Follett's classic historical masterpiece. A MASON WITH A DREAM 1135 and civil war, famine and religious strife abound. With his famil"
,U.S.,The Pirate,Harold Robbins,,372.0,,,,
2010,U.S.,The Plains of Passage,Jean M. Auel,Fiction,786.0,5.0,5.0,2010-10-06,"Ayla, the heroine first introduced in The Clan of the Cave Bear, is known and loved by millions of readers. Now, in The Plains of Passage, Ayla’s story continues. Ayla and Jondalar set out on horseback across the windswept grasslands of Ice Age Europe. To the hunter-gatherers of their world--who hav"
2018,,The President Is Missing,Bill Clinton and James Patterson,Fiction,433.0,,,2018-06-04,"Don't miss the #1 New York Times bestselling thriller from the world's bestselling author, James Patterson: an ""undeniably gripping ride through the hidden passageways of power and politics"" that ""moves like Air Force One"" (Michael Connelly). The President Is Missing confronts a threat so huge that"
2004,U.S.,The Prince of Tides,Pat Conroy,,664.0,,,2004,
2010,U.S.,The Queen of the Damned,Anne Rice,Fiction,465.0,4.5,12.0,2010-11-17,"“With The Queen of the Damned, Anne Rice has created universes within universes, traveling back in time as far as ancient, pre-pyramidic Egypt and journeying from the frozen mountain peaks of Nepal to the crowded, sweating streets of southern Florida.”—Los Angeles Times In a feat of virtuoso storyte"
2007,,The Quickie,James Patterson and Michael Ledwidge,Adultery,460.0,,,2007,"Plotting revenge against her unfaithful husband, NYPD cop Lauren Stillwell inadvertently triggers a series of events that spiral dangerously out of control and is forced to take a secret job that threatens everything she stands for."
1996,U.S.,The Rainmaker,John Grisham,Fiction,612.0,5.0,1.0,1996,"Bestselling author John Grisham returns to the courtroom for the first time since A Time to Kill to weave this riveting tale of legal intrigue and corporate greed. Combining suspense, narrative momentum, and humor as only John Grisham can, The Rainmaker provides another spellbinding, thrill-a-minute"
1997,U.S.,The Ranch,Danielle Steel,,,,,1997,
2018,U.S.,The Reckoning,John Grisham,Fiction,0.0,,,2018-10-23,"#1 NEW YORK TIMES BEST SELLER • John Grisham's most powerful, surprising, and suspenseful thriller yet • “A murder mystery, a courtroom drama, a family saga.” —USA Today October 1946, Clanton, Mississippi Pete Banning was Clanton, Mississippi’s favorite son—a decorated World War II hero, the patriar"
1996,,The Regulators,Richard Bachman (Stephen King),Fiction,606.0,,,1996,"Mayhem descends on the formerly quiet Poplar Street, leaving the survivors in another world of terrible possibilities and terrifying answers.--"
2011,,The Remnant,Jerry B. Jenkins and Tim LaHaye,Fiction,443.0,,,2011,"Global Community Supreme Potentate Nicolae Carpathia has his oldest and newest enemies right where he wants them: massed at Petra, a million strong--within reach of two bombs and a missile no one could survive without a miracle."
2000,U.S.,The Rescue,Nicholas Sparks,Children with disabilities,600.0,,,2000,"A volunteer fireman and a single mother join forces to find the woman's son who has been lost in a storm. While searching for the boy, the two adults find themselves increasingly close."
2020,U.S.,The Rooster Bar,John Grisham,Family & Relationships,446.0,,,2020-08-03,"Mark, Todd, dan Zola adalah tiga mahasiswa hukum yang ingin mengubah dunia, menjadikannya tempat yang lebih baik. Tetapi pada tahun ketiga, mereka menyadari bahwa mereka telah ditipu. Mereka berutang sangat banyak untuk biaya kuliah di sekolah hukum yang mutunya sangat jelek sehingga para lulusannya"
2013,,The Rule of Four,Ian Caldwell and Dustin Thomason,Fiction,548.0,,,2013-03-28,"Tom Sullivan, about to graduate from Princeton, is haunted by the violent death of his father, an academic who devoted his life to studying one of the rarest, most complex and most valuable books in the world. Coded in seven languages, the Hypnerotomachia Poliphili, an intricate mathematical mystery"
1996,U.S.,The Runaway Jury,John Grisham,Fiction,418.0,,,1996,"#1 ""NEW YORK TIMES"" BESTSELLER They are at the center of a multimillion-dollar legal hurricane: twelve men and women who have been investigated, watched, manipulated, and harassed by high-priced lawyers and consultants who will stop at nothing to secure a verdict. Now the jury must make a decision i"
2004,England,The Russia House,John le Carré,Fiction,370.0,,,2004-01-20,"""The master of the spy novel has discovered perestroika, and the genre may never be the same again . Le Carre's latest is both brilliantly up-to-date and cheeringly hopeful in a way readers of the Smiley books could never have anticipated. Barley Blair is a down-at-heels, jazz-loving London publishe"
2010,U.S.,The Sands of Time,Sidney Sheldon,Fiction,275.0,,,2010-06-22,"Four women leave their Spanish convent and enter an alien world of uncertainty, romance, and suspense."
1989,British India,The Satanic Verses,Salman Rushdie,Fiction,572.0,3.5,8.0,1989-02-22,"#1 NEW YORK TIMES BESTSELLER • “[A] torrent of endlessly inventive prose, by turns comic and enraged, embracing life in all its contradictions. In this spectacular novel, verbal pyrotechnics barely outshine its psychological truths.”—Newsday Winner of the Whitbread Prize One of the most controversia"
2009,U.S.,The Scorpio Illusion,Robert Ludlum,Fiction,543.0,,,2009-12-23,"A brilliant, high-tension thriller from the Sunday Times bestselling master storyteller... Tyrell Hawthorne was a naval intelligence officer until his wife was murdered. Now Hawthorne has been called out of retirement for one last assignment. For he is the only man who can track down the world's mos"
2014,England,The Secret Woman,Victoria Holt,Fiction,347.0,,,2014-05-06,"""One of the best romantic-suspense novelists.""—Associated Press The ship and her captain were supposed to be her salvation, but they both may end up leaving her in deep water Anna Brett fears she's doomed to be a governess to an English family for the rest of her life. But when the dashing captain R"
2017,U.S.,The Seven Husbands of Evelyn Hugo,Taylor Jenkins Reid,Fiction,400.0,4.5,3.0,2017-06-13,The epic adventures Evelyn creates over the course of a lifetime will leave every reader mesmerized. This wildly addictive journey of a reclusive Hollywood starlet and her tumultuous Tinseltown journey comes with unexpected twists and the most satisfying of drama.
1974,U.S.,The Seven-Per-Cent Solution,Nicholas Meyer,Fiction,264.0,,,1974,"Back in print to tie-in with The Canary Trainer, this ""rediscovered"" Sherlock Holmes adventure recounts the unique collaboration of Holmes and Sigmund Freud in the solution of a mystery on which the lives of millions may depend."
2010,U.S.,The Shelters of Stone,Jean M. Auel,Fiction,993.0,,,2010-12-21,"The fifth novel in the Earth's Children series, Jean M. Auel's internationally bestselling reconstruction of pre-historic life, when two kinds of human beings, Neanderthal and Cro-Magnon, shared the earth. Ayla and Jondalar have reached home: the Ninth Cave of the Zelandonii, the old stone age settl"
2012,U.S.,The Sicilian,Mario Puzo,Fiction,420.0,,,2012-11-30,"Michael Corleone's exile in Sicily is ending, but on the instructions of his father, The Godfather, he must bring back to him the young man known as Salvatore Giuliano - if he can find him. At sea amid the treacheries of a brutal and unfamiliar land, Michael must find a way through the labyrinthine "
2024,,The Silmarillion,J. R. R. Tolkien and Christopher Tolkien,Fiction,474.0,,,2024-10-26,"The Silmarillion is an account of the Elder Days, of the First Age of Tolkien’s world. It is the ancient drama to which the characters in The Lord of the Rings look back, and in whose events some of them such as Elrond and Galadriel took part. The tales of The Silmarillion are set in an age when Mor"
2012,U.S.,The Song of Achilles,Madeline Miller,Fiction,370.0,1.0,1.0,2012-04-12,"WINNER OF THE ORANGE PRIZE FOR FICTION 2012 Greece in the age of heroes. Patroclus, an awkward young prince, has been exiled to the court of King Peleus and his perfect son Achilles. Despite their differences, Achilles befriends the shamed prince, and as they grow into young men skilled in the arts"
1981,,The Spike,Arnaud de Borchgrave and Robert Moss,Fiction,486.0,,,1981,
2008,U.S.,The Stand,Stephen King,Fiction,1562.0,5.0,4.0,2008-12-11,"Stephen King's apocalyptic vision of a world blasted by virus and tangled in an elemental struggle between good and evil remains as riveting and eerily plausible as when it was first published. Soon to be a television series. 'THE STAND is a masterpiece' (Guardian). Set in a virus-decimated US, King"
1993,U.S.,The Stars Shine Down,Sidney Sheldon,Fiction,452.0,4.5,2.0,1993,"Lara Cameron, a young and beautiful self-made tycoon, has worked relentlessly for success, power and control of her life and personal relationships. But a discarded lover has vengeance in mind. By the author of The Other Side of Midnight, Master of the Game and Rage of Angels."
2008,U.S.,The Story of Edgar Sawtelle,David Wroblewski,Fiction,22.0,,,2008-09-04,"'I flat-out loved The Story of Edgar Sawtelle. I don’t re-read many books, because life is too short. I will be re-reading this one.' Stephen King An International Bestseller"
1998,U.S.,The Street Lawyer,John Grisham,Large type books,584.0,,,1998,"A corporate lawyer in Washington goes to war against his own company to defend the homeless. It happens after Michael Brock is abducted by a homeless man and held hostage. The homeless man is killed by a police sharpshooter and the lawyer is rescued, but the experience changes his life. Michael was "
1991,U.S.,The Sum of All Fears,Tom Clancy,Fiction,1296.0,4.0,2.0,1991,"With his ""genius for big, compelling plots (and) natural narrative gift"" (The New York Times Magazine), Tom Clancy has written five novels which now total more than 28 million copies in print. His most recent book, Clear and Present Danger, was the bestselling novel of the 1980s. And now Tom Clancy"
2002,U.S.,The Summons,John Grisham,,,,,2002,
1992,U.S.,The Tale of the Body Thief,Anne Rice,Fiction,452.0,4.0,1.0,1992-10-04,"In 1992 Miami, the immortal vampire Lestat finds himself alone, yearning to regain his soul and to once again experience the joys and anguish of being human."
2008,,The Talisman,Stephen King and Peter Straub,Fiction,914.0,5.0,2.0,2008-01-10,"In a terrifying trip across America, young Jack Sawyer is searching for the Talisman, the only thing that can save his dying mother. His quest takes him into the menacing Territories where violence, surprise and the titanic struggle between good and evil reach across a mythic landscape."
2018,U.S,The Tattooist of Auschwitz,Heather Morris,Fiction,263.0,4.5,4.0,2018-01-11,"One of the bestselling books of the 21st century with over 6 million copies sold. Don't miss the conclusion to The Tattooist of Auschwitz Trilogy, Three Sisters. Available now. I tattooed a number on her arm. She tattooed her name on my heart. In 1942, Lale Sokolov arrived in Auschwitz-Birkenau. He"
